"Kod","Nazwa","ludność na 1 km2,2024,[osoba]","gęstość zaludnienia powierzchni zabudowanej i zurbanizowanej (osoby/km2),2024,[osoba]","zmiana liczby ludności na 1000 mieszkańców,2024,[osoba]","ludność w tysiącach,2024,[tys. osób]","ludność w tysiącach mężczyźni,2024,[tys. osób]","ludność w tysiącach kobiety,2024,[tys. osób]","wskaźnik urbanizacji,2024,[%]",
0620133,"Szczebrzeszyn (3)",84.3,,-11.6,10.41,5.03,5.38,44.9,
0620134,"Szczebrzeszyn - miasto (4)",160.6,,-14.3,4.68,2.22,2.46,100.0,
0620135,"Szczebrzeszyn - obszar wiejski (5)",60.7,,-9.3,5.73,2.81,2.92,0.0,
0620142,"Zamość (2)",122.4,,1.8,24.00,11.73,12.27,0.0,
0620153,"Zwierzyniec (3)",39.1,,-14.5,6.00,2.87,3.13,45.6,
0620154,"Zwierzyniec - miasto (4)",442.2,,-15.5,2.74,1.28,1.46,100.0,
0620155,"Zwierzyniec - obszar wiejski (5)",22.2,,-13.6,3.27,1.60,1.67,0.0,
0661000,"Powiat m. Biała Podlaska",1090.9,,-10.4,53.89,25.66,28.22,100.0,
0661011,"Biała Podlaska (1)",1090.9,,-10.4,53.89,25.66,28.22,100.0,
0662000,"Powiat m. Chełm",1411.9,,-13.6,56.43,26.15,30.28,100.0,
0662011,"Chełm (1)",1411.9,,-13.6,56.43,26.15,30.28,100.0,
0663000,"Powiat m. Lublin",2226.4,,-3.8,328.31,151.50,176.80,100.0,
0663011,"Lublin (1)",2226.4,,-3.8,328.31,151.50,176.80,100.0,
0664000,"Powiat m. Zamość",1896.3,,-12.3,57.52,26.73,30.79,100.0,
0664011,"Zamość (1)",1896.3,,-12.3,57.52,26.73,30.79,100.0,
0800000,"LUBUSKIE",69.3,1380,-5.3,969.82,470.47,499.35,64.0,
0801000,"Powiat gorzowski",61.0,,2.5,74.08,36.80,37.28,32.1,
0801011,"Kostrzyn nad Odrą (1)",377.6,,-9.3,17.43,8.55,8.88,100.0,
0801022,"Bogdaniec (2)",64.2,,-1.8,7.17,3.57,3.61,0.0,
0801032,"Deszczno (2)",65.7,,13.6,11.06,5.54,5.52,0.0,
0801042,"Kłodawa (2)",40.3,,12.4,9.45,4.70,4.76,0.0,
0801052,"Lubiszyn (2)",35.0,,5.3,7.19,3.62,3.57,0.0,
0801062,"Santok (2)",57.3,,14.3,9.71,4.89,4.81,0.0,
0801073,"Witnica (3)",43.3,,-6.7,12.06,5.93,6.13,52.8,
0801074,"Witnica - miasto (4)",772.3,,-10.9,6.36,3.12,3.25,100.0,
0801075,"Witnica - obszar wiejski (5)",21.1,,-1.9,5.70,2.82,2.89,0.0,
0802000,"Powiat krośnieński",37.5,,-10.1,52.19,25.58,26.61,49.2,
0802011,"Gubin (1)",743.5,,-14.8,15.38,7.33,8.04,100.0,
0802022,"Bobrowice (2)",16.2,,-11.5,3.00,1.45,1.55,0.0,
0802032,"Bytnica (2)",10.8,,-11.4,2.26,1.16,1.11,0.0,
0802042,"Dąbie (2)",29.0,,3.5,4.94,2.54,2.40,0.0,
0802052,"Gubin (2)",18.9,,-4.0,7.18,3.59,3.59,0.0,
0802063,"Krosno Odrzańskie (3)",79.0,,-14.0,16.71,8.14,8.57,61.7,
0802064,"Krosno Odrzańskie - miasto (4)",1265.6,,-20.7,10.32,4.95,5.36,100.0,
0802065,"Krosno Odrzańskie - obszar wiejski (5)",31.4,,-3.0,6.39,3.18,3.21,0.0,
0802072,"Maszewo (2)",12.8,,4.0,2.73,1.37,1.36,0.0,
0803000,"Powiat międzyrzecki",39.2,,-7.3,54.44,26.67,27.77,51.1,
0803012,"Bledzew (2)",15.6,,-10.8,3.85,1.93,1.92,0.0,
0803023,"Międzyrzecz (3)",74.5,,-9.0,23.49,11.37,12.12,70.7,
0803024,"Międzyrzecz - miasto (4)",1188.6,,-14.1,16.59,7.90,8.69,100.0,
0803025,"Międzyrzecz - obszar wiejski (5)",22.9,,3.8,6.89,3.47,3.42,0.0,
0803032,"Przytoczna (2)",28.5,,-12.2,5.27,2.71,2.56,0.0,
0803042,"Pszczew (2)",23.5,,1.2,4.18,2.06,2.12,0.0,
0803053,"Skwierzyna (3)",40.1,,-7.0,11.43,5.50,5.93,78.6,
0803054,"Skwierzyna - miasto (4)",250.4,,-10.0,8.99,4.28,4.71,100.0,
0803055,"Skwierzyna - obszar wiejski (5)",9.8,,4.5,2.45,1.22,1.23,0.0,
0803063,"Trzciel (3)",35.1,,-1.0,6.22,3.10,3.13,35.6,
0803064,"Trzciel - miasto (4)",728.6,,-2.7,2.22,1.07,1.14,100.0,
0803065,"Trzciel - obszar wiejski (5)",23.0,,0.0,4.01,2.03,1.98,0.0,
0804000,"Powiat nowosolski",105.7,,-5.7,81.81,39.73,42.08,64.3,
0804011,"Nowa Sól (1)",1630.5,,-13.7,35.55,16.79,18.76,100.0,
0804023,"Bytom Odrzański (3)",96.8,,-3.5,5.07,2.52,2.56,76.3,
0804024,"Bytom Odrzański - miasto (4)",1682.6,,-10.2,3.87,1.89,1.98,100.0,
0804025,"Bytom Odrzański - obszar wiejski (5)",24.0,,18.7,1.20,0.63,0.57,0.0,
0804032,"Kolsko (2)",39.7,,-1.3,3.20,1.60,1.60,0.0,
0804043,"Kożuchów (3)",84.6,,-4.0,15.16,7.40,7.77,58.2,
0804044,"Kożuchów - miasto (4)",1485.7,,-7.5,8.83,4.19,4.64,100.0,
0804045,"Kożuchów - obszar wiejski (5)",36.6,,1.0,6.34,3.21,3.13,0.0,
0804052,"Nowa Sól (2)",42.2,,14.3,7.43,3.66,3.77,0.0,
0804063,"Nowe Miasteczko (3)",64.5,,-11.0,4.97,2.45,2.52,52.3,
0804064,"Nowe Miasteczko - miasto (4)",790.0,,-14.0,2.60,1.25,1.35,100.0,
0804065,"Nowe Miasteczko - obszar wiejski (5)",32.1,,-7.5,2.37,1.20,1.17,0.0,
0804073,"Otyń (3)",75.4,,11.4,7.13,3.63,3.50,25.0,
0804074,"Otyń - miasto (4)",226.6,,14.2,1.78,0.91,0.88,100.0,
0804075,"Otyń - obszar wiejski (5)",61.7,,10.4,5.35,2.73,2.62,0.0,
0804082,"Siedlisko (2)",35.8,,-7.2,3.30,1.68,1.62,0.0,
0805000,"Powiat słubicki",45.7,,-3.8,45.68,22.29,23.39,63.4,
0805013,"Cybinka (3)",21.9,,-3.9,6.13,3.08,3.05,43.2,
0805014,"Cybinka - miasto (4)",500.2,,-3.8,2.65,1.32,1.33,100.0,
0805015,"Cybinka - obszar wiejski (5)",12.7,,-4.0,3.48,1.76,1.72,0.0,
0805022,"Górzyca (2)",28.2,,7.6,4.09,2.03,2.06,0.0,
0805033,"Ośno Lubuskie (3)",30.9,,-8.9,6.11,3.00,3.11,63.3,
0805034,"Ośno Lubuskie - miasto (4)",482.8,,-5.7,3.87,1.89,1.98,100.0,
0805035,"Ośno Lubuskie - obszar wiejski (5)",11.8,,-14.5,2.25,1.11,1.13,0.0,
0805043,"Rzepin (3)",49.1,,-5.6,9.38,4.61,4.78,67.6,
0805044,"Rzepin - miasto (4)",555.9,,-8.7,6.35,3.07,3.28,100.0,
0805045,"Rzepin - obszar wiejski (5)",16.9,,1.0,3.04,1.54,1.50,0.0,
0805053,"Słubice (3)",107.6,,-3.7,19.96,9.57,10.40,80.6,
0805054,"Słubice - miasto (4)",837.6,,-10.2,16.09,7.63,8.47,100.0,
0805055,"Słubice - obszar wiejski (5)",23.3,,24.1,3.87,1.94,1.93,0.0,
0806000,"Powiat strzelecko-drezdenecki",37.0,,-9.7,46.20,22.74,23.46,47.5,
0806013,"Dobiegniew (3)",17.3,,-12.5,6.08,3.05,3.03,48.9,
0806014,"Dobiegniew - miasto (4)",522.5,,-4.0,2.97,1.47,1.50,100.0,
0806015,"Dobiegniew - obszar wiejski (5)",9.0,,-20.5,3.11,1.58,1.53,0.0,
0806023,"Drezdenko (3)",40.4,,-9.7,16.16,7.90,8.26,57.8,
0806024,"Drezdenko - miasto (4)",871.6,,-11.7,9.34,4.47,4.87,100.0,
0806025,"Drezdenko - obszar wiejski (5)",17.5,,-6.9,6.81,3.43,3.39,0.0,
0806032,"Stare Kurowo (2)",50.1,,-8.9,3.89,1.98,1.91,0.0,
0806043,"Strzelce Krajeńskie (3)",50.0,,-11.3,15.95,7.74,8.20,60.2,
0806044,"Strzelce Krajeńskie - miasto (4)",1734.3,,-10.0,9.61,4.54,5.06,100.0,
0806045,"Strzelce Krajeńskie - obszar wiejski (5)",20.2,,-13.2,6.34,3.20,3.14,0.0,
0806052,"Zwierzyn (2)",41.3,,-0.5,4.13,2.07,2.07,0.0,
0807000,"Powiat sulęciński",28.2,,-9.1,33.19,16.57,16.62,42.1,
0807012,"Krzeszyce (2)",23.6,,-1.5,4.58,2.31,2.27,0.0,
0807023,"Lubniewice (3)",23.2,,-12.2,3.00,1.49,1.52,65.9,
0807024,"Lubniewice - miasto (4)",163.6,,-11.5,1.98,0.98,1.01,100.0,
0807025,"Lubniewice - obszar wiejski (5)",8.7,,-13.5,1.02,0.51,0.51,0.0,
0807032,"Słońsk (2)",29.0,,-3.0,4.60,2.35,2.25,0.0,
0807043,"Sulęcin (3)",46.4,,-11.1,14.86,7.34,7.52,64.6,
0807044,"Sulęcin - miasto (4)",1122.3,,-13.5,9.61,4.67,4.94,100.0,
0807045,"Sulęcin - obszar wiejski (5)",16.9,,-6.8,5.25,2.68,2.58,0.0,
0807053,"Torzym (3)",16.4,,-12.7,6.15,3.09,3.07,38.6,
0807054,"Torzym - miasto (4)",260.6,,-7.1,2.37,1.16,1.21,100.0,
0807055,"Torzym - obszar wiejski (5)",10.3,,-16.2,3.78,1.92,1.85,0.0,
0808000,"Powiat świebodziński",57.2,,-6.5,53.61,26.27,27.34,47.6,
0808012,"Lubrza (2)",29.2,,-2.8,3.57,1.81,1.76,0.0,
0808022,"Łagów (2)",23.5,,-8.0,4.69,2.37,2.32,0.0,
0808032,"Skąpe (2)",26.7,,-35.7,4.84,2.46,2.38,0.0,
0808042,"Szczaniec (2)",32.1,,-3.3,3.63,1.77,1.87,0.0,
0808053,"Świebodzin (3)",127.5,,-1.3,28.87,13.93,14.94,71.6,
0808054,"Świebodzin - miasto (4)",1220.8,,-5.3,20.67,9.81,10.86,100.0,
0808055,"Świebodzin - obszar wiejski (5)",39.1,,8.9,8.20,4.13,4.08,0.0,
0808063,"Zbąszynek (3)",85.1,,-9.3,8.01,3.94,4.07,60.5,
0808064,"Zbąszynek - miasto (4)",1356.3,,-11.4,4.84,2.33,2.51,100.0,
0808065,"Zbąszynek - obszar wiejski (5)",35.0,,-6.0,3.17,1.60,1.56,0.0,
0809000,"Powiat zielonogórski",55.3,,-4.3,74.75,36.85,37.91,41.9,
0809013,"Babimost (3)",64.9,,-5.9,6.03,2.99,3.04,62.9,
0809014,"Babimost - miasto (4)",1038.4,,-7.3,3.79,1.85,1.94,100.0,
0809015,"Babimost - obszar wiejski (5)",25.1,,-3.6,2.24,1.14,1.10,0.0,
0809022,"Bojadła (2)",30.4,,-17.1,3.11,1.56,1.55,0.0,
0809033,"Czerwieńsk (3)",51.9,,3.0,10.16,5.02,5.14,36.6,
0809034,"Czerwieńsk - miasto (4)",397.8,,-14.0,3.72,1.82,1.90,100.0,
0809035,"Czerwieńsk - obszar wiejski (5)",34.5,,13.1,6.44,3.20,3.24,0.0,
0809043,"Kargowa (3)",45.9,,-4.1,5.90,2.90,3.00,64.7,
0809044,"Kargowa - miasto (4)",838.9,,-2.6,3.82,1.87,1.95,100.0,
0809045,"Kargowa - obszar wiejski (5)",16.8,,-6.7,2.08,1.03,1.05,0.0,
0809053,"Nowogród Bobrzański (3)",34.2,,-13.6,8.88,4.37,4.51,52.7,
0809054,"Nowogród Bobrzański - miasto (4)",319.3,,-19.3,4.68,2.29,2.39,100.0,
0809055,"Nowogród Bobrzański - obszar wiejski (5)",17.1,,-7.1,4.20,2.08,2.12,0.0,
0809063,"Sulechów (3)",109.3,,-4.1,25.88,12.60,13.28,59.2,
0809064,"Sulechów - miasto (4)",2244.5,,-8.9,15.33,7.29,8.04,100.0,
0809065,"Sulechów - obszar wiejski (5)",45.9,,2.9,10.55,5.31,5.24,0.0,
0809072,"Świdnica (2)",42.9,,-1.9,6.90,3.44,3.46,0.0,
0809082,"Trzebiechów (2)",38.2,,-20.3,3.10,1.61,1.49,0.0,
0809092,"Zabór (2)",51.5,,14.1,4.81,2.36,2.45,0.0,
0810000,"Powiat żagański",64.5,,-9.1,72.93,35.53,37.41,59.1,
0810011,"Gozdnica (1)",112.0,,-16.5,2.68,1.31,1.37,100.0,
0810021,"Żagań (1)",573.0,,-13.9,23.14,11.10,12.03,100.0,
0810032,"Brzeźnica (2)",28.0,,-10.4,3.43,1.71,1.72,0.0,
0810043,"Iłowa (3)",41.2,,-7.6,6.30,3.08,3.22,56.3,
0810044,"Iłowa - miasto (4)",386.4,,-12.8,3.55,1.69,1.86,100.0,
0810045,"Iłowa - obszar wiejski (5)",19.2,,-0.7,2.76,1.40,1.36,0.0,
0810053,"Małomice (3)",64.5,,-1.8,5.13,2.50,2.63,66.1,
0810054,"Małomice - miasto (4)",493.6,,-7.0,3.40,1.65,1.75,100.0,
0810055,"Małomice - obszar wiejski (5)",23.9,,8.7,1.74,0.86,0.88,0.0,
0810062,"Niegosławice (2)",31.1,,-2.8,4.24,2.13,2.11,0.0,
0810073,"Szprotawa (3)",81.0,,-9.1,18.80,9.10,9.70,55.1,
0810074,"Szprotawa - miasto (4)",946.4,,-18.1,10.36,4.90,5.46,100.0,
0810075,"Szprotawa - obszar wiejski (5)",38.1,,2.1,8.44,4.20,4.24,0.0,
0810082,"Wymiarki (2)",32.5,,-12.5,2.05,1.01,1.05,0.0,
0810092,"Żagań (2)",25.5,,0.6,7.16,3.59,3.58,0.0,
0811000,"Powiat żarski",64.9,,-9.3,90.36,43.71,46.66,59.9,
0811011,"Łęknica (1)",133.6,,-19.2,2.20,1.06,1.14,100.0,
0811021,"Żary (1)",1034.6,,-12.9,34.39,16.17,18.22,100.0,
0811033,"Brody (3)",12.9,,0.0,3.10,1.54,1.56,27.3,
0811034,"Brody - miasto (4)",275.2,,0.0,0.85,0.43,0.42,100.0,
0811035,"Brody - obszar wiejski (5)",9.5,,0.0,2.25,1.11,1.15,0.0,
0811043,"Jasień (3)",52.3,,-8.7,6.64,3.33,3.31,60.0,
0811044,"Jasień - miasto (4)",835.2,,-13.1,3.98,1.96,2.02,100.0,
0811045,"Jasień - obszar wiejski (5)",21.7,,-1.9,2.65,1.36,1.29,0.0,
0811052,"Lipinki Łużyckie (2)",36.4,,-3.7,3.23,1.60,1.63,0.0,
0811063,"Lubsko (3)",93.2,,-11.1,17.05,8.29,8.76,74.5,
0811064,"Lubsko - miasto (4)",1009.3,,-12.5,12.70,6.13,6.57,100.0,
0811065,"Lubsko - obszar wiejski (5)",25.6,,-6.8,4.36,2.17,2.19,0.0,
0811072,"Przewóz (2)",16.8,,-1.0,3.00,1.45,1.55,0.0,
0811082,"Trzebiel (2)",32.4,,-11.5,5.40,2.69,2.71,0.0,
0811092,"Tuplice (2)",43.4,,-11.1,2.86,1.38,1.48,0.0,
0811102,"Żary (2)",42.6,,2.7,12.51,6.20,6.31,0.0,
0812000,"Powiat wschowski",59.3,,-6.7,37.00,18.22,18.78,49.1,
0812013,"Sława (3)",37.8,,-3.2,12.38,6.12,6.26,32.9,
0812014,"Sława - miasto (4)",273.6,,-7.1,4.07,1.95,2.13,100.0,
0812015,"Sława - obszar wiejski (5)",26.6,,-1.3,8.31,4.18,4.13,0.0,
0812023,"Szlichtyngowa (3)",48.0,,-6.6,4.79,2.37,2.42,25.9,
0812024,"Szlichtyngowa - miasto (4)",800.0,,-13.5,1.24,0.61,0.63,100.0,
0812025,"Szlichtyngowa - obszar wiejski (5)",36.1,,-4.2,3.55,1.76,1.79,0.0,
0812033,"Wschowa (3)",100.5,,-8.8,19.84,9.73,10.11,64.7,
0812034,"Wschowa - miasto (4)",1386.9,,-11.4,12.84,6.15,6.70,100.0,
0812035,"Wschowa - obszar wiejski (5)",37.2,,-4.1,6.99,3.58,3.41,0.0,
0861000,"Powiat m. Gorzów Wielkopolski",1337.9,,-4.8,114.70,53.86,60.84,100.0,
0861011,"Gorzów Wielkopolski (1)",1337.9,,-4.8,114.70,53.86,60.84,100.0,
0862000,"Powiat m. Zielona Góra",504.3,,-0.5,138.87,65.67,73.20,100.0,
0862011,"Zielona Góra (1)",504.3,,-0.5,138.87,65.67,73.20,100.0,
1000000,"ŁÓDZKIE",128.8,1987,-7.0,2345.92,1117.69,1228.24,61.9,
1001000,"Powiat bełchatowski",111.6,,-5.5,108.00,52.72,55.29,54.2,
1001011,"Bełchatów (1)",1490.7,,-13.3,51.64,24.78,26.86,100.0,
1001022,"Bełchatów (2)",66.1,,14.6,13.30,6.69,6.60,0.0,
1001032,"Drużbice (2)",46.2,,-7.2,5.24,2.60,2.64,0.0,
1001042,"Kleszczów (2)",61.8,,22.0,6.43,3.16,3.26,0.0,
1001052,"Kluki (2)",36.2,,-4.6,4.30,2.15,2.15,0.0,
1001062,"Rusiec (2)",47.5,,-4.4,4.75,2.31,2.44,0.0,
1001072,"Szczerców (2)",63.0,,-5.3,8.12,3.98,4.14,0.0,
1001083,"Zelów (3)",85.2,,-7.6,14.24,7.05,7.19,48.7,
1001084,"Zelów - miasto (4)",644.7,,-18.3,6.93,3.37,3.56,100.0,
1001085,"Zelów - obszar wiejski (5)",46.8,,2.7,7.31,3.69,3.62,0.0,
1002000,"Powiat kutnowski",101.2,,-10.6,89.71,42.97,46.74,58.7,
1002011,"Kutno (1)",1201.2,,-9.2,40.35,18.71,21.64,100.0,
1002022,"Bedlno (2)",39.6,,-17.0,4.99,2.51,2.48,0.0,
1002033,"Dąbrowice (3)",38.1,,-12.9,1.76,0.84,0.92,53.8,
1002034,"Dąbrowice - miasto (4)",51.2,,-4.2,0.95,0.45,0.49,100.0,
1002035,"Dąbrowice - obszar wiejski (5)",29.4,,-22.8,0.81,0.39,0.42,0.0,
1002043,"Krośniewice (3)",80.4,,-13.9,7.61,3.63,3.98,51.7,
1002044,"Krośniewice - miasto (4)",941.4,,-14.0,3.94,1.85,2.09,100.0,
1002045,"Krośniewice - obszar wiejski (5)",40.6,,-13.7,3.68,1.78,1.89,0.0,
1002052,"Krzyżanów (2)",38.7,,-5.2,3.98,1.98,2.00,0.0,
1002062,"Kutno (2)",72.8,,-6.5,8.91,4.45,4.46,0.0,
1002072,"Łanięta (2)",39.2,,-14.6,2.15,1.14,1.01,0.0,
1002082,"Nowe Ostrowy (2)",44.3,,-8.4,3.17,1.57,1.61,0.0,
1002092,"Oporów (2)",34.9,,-20.7,2.37,1.19,1.18,0.0,
1002102,"Strzelce (2)",40.9,,-9.1,3.69,1.81,1.87,0.0,
1002113,"Żychlin (3)",140.0,,-13.8,10.73,5.13,5.60,69.0,
1002114,"Żychlin - miasto (4)",852.6,,-12.4,7.40,3.47,3.94,100.0,
1002115,"Żychlin - obszar wiejski (5)",48.9,,-16.9,3.33,1.67,1.66,0.0,
1003000,"Powiat łaski",78.4,,-5.0,48.50,23.58,24.92,32.7,
1003012,"Buczek (2)",54.4,,-5.8,5.01,2.49,2.52,0.0,
1003023,"Łask (3)",184.3,,-4.1,26.79,12.83,13.96,59.2,
1003024,"Łask - miasto (4)",1011.4,,-13.0,15.85,7.42,8.43,100.0,
1003025,"Łask - obszar wiejski (5)",84.4,,9.1,10.94,5.42,5.52,0.0,
1003032,"Sędziejowice (2)",51.2,,-9.0,6.15,3.06,3.09,0.0,
1003042,"Widawa (2)",38.0,,-12.2,6.78,3.34,3.44,0.0,
1003052,"Wodzierady (2)",45.8,,9.4,3.77,1.86,1.91,0.0,
1004000,"Powiat łęczycki",59.7,,-11.3,46.14,22.44,23.70,33.4,
1004011,"Łęczyca (1)",1436.1,,-16.2,12.85,5.93,6.92,100.0,
1004022,"Daszyna (2)",44.4,,-11.0,3.59,1.78,1.81,0.0,
1004032,"Góra Świętej Małgorzaty (2)",46.5,,-12.7,4.20,2.05,2.15,0.0,
1004043,"Grabów (3)",34.0,,0.0,5.26,2.64,2.62,19.2,
1004044,"Grabów - miasto (4)",109.8,,0.0,1.01,0.48,0.53,100.0,
1004045,"Grabów - obszar wiejski (5)",29.2,,0.0,4.26,2.16,2.09,0.0,
1004052,"Łęczyca (2)",54.1,,-5.0,8.14,4.04,4.10,0.0,
1004063,"Piątek (3)",41.4,,-10.8,5.52,2.73,2.78,27.9,
1004064,"Piątek - miasto (4)",294.1,,-6.5,1.54,0.72,0.82,100.0,
1004065,"Piątek - obszar wiejski (5)",31.1,,-12.4,3.98,2.01,1.96,0.0,
1004072,"Świnice Warckie (2)",38.6,,-9.3,3.61,1.81,1.80,0.0,
1004082,"Witonia (2)",49.1,,-17.5,2.97,1.46,1.51,0.0,
1005000,"Powiat łowicki",74.2,,-8.7,73.37,35.45,37.92,36.0,
1005011,"Łowicz (1)",1093.6,,-13.9,25.61,11.93,13.68,100.0,
1005022,"Bielawy (2)",30.2,,-11.2,4.95,2.47,2.48,0.0,
1005032,"Chąśno (2)",40.0,,-3.8,2.88,1.45,1.43,0.0,
1005042,"Domaniewice (2)",52.6,,2.0,4.53,2.24,2.29,0.0,
1005053,"Kiernozia (3)",39.9,,0.0,3.04,1.50,1.54,26.1,
1005054,"Kiernozia - miasto (4)",173.0,,0.0,0.79,0.37,0.42,100.0,
1005055,"Kiernozia - obszar wiejski (5)",31.3,,0.0,2.24,1.12,1.12,0.0,
1005062,"Kocierzew Południowy (2)",42.3,,-3.3,3.97,1.98,1.99,0.0,
1005072,"Łowicz (2)",58.2,,1.4,7.74,3.78,3.97,0.0,
1005082,"Łyszkowice (2)",59.5,,-6.9,6.38,3.12,3.26,0.0,
1005092,"Nieborów (2)",88.1,,-6.8,9.16,4.46,4.70,0.0,
1005102,"Zduny (2)",39.8,,-14.7,5.11,2.53,2.58,0.0,
1006000,"Powiat łódzki wschodni",150.4,,5.9,75.15,36.12,39.03,30.0,
1006022,"Andrespol (2)",576.5,,5.8,14.84,7.08,7.76,0.0,
1006032,"Brójce (2)",106.4,,8.1,7.34,3.65,3.69,0.0,
1006073,"Koluszki (3)",146.7,,-3.8,22.71,10.80,11.91,52.5,
1006074,"Koluszki - miasto (4)",1204.5,,-10.0,11.93,5.59,6.33,100.0,
1006075,"Koluszki - obszar wiejski (5)",74.4,,3.3,10.79,5.21,5.58,0.0,
1006082,"Nowosolna (2)",107.7,,17.7,5.81,2.80,3.01,0.0,
1006103,"Rzgów (3)",174.4,,19.0,11.56,5.57,6.00,29.9,
1006104,"Rzgów - miasto (4)",205.9,,-1.2,3.45,1.62,1.83,100.0,
1006105,"Rzgów - obszar wiejski (5)",163.7,,27.9,8.11,3.94,4.17,0.0,
1006113,"Tuszyn (3)",99.2,,5.2,12.88,6.22,6.66,55.4,
1006114,"Tuszyn - miasto (4)",306.9,,-5.0,7.14,3.42,3.71,100.0,
1006115,"Tuszyn - obszar wiejski (5)",53.9,,18.3,5.75,2.80,2.94,0.0,
1007000,"Powiat opoczyński",68.5,,-7.6,71.23,35.09,36.15,34.2,
1007013,"Białaczów (3)",47.6,,0.0,5.45,2.76,2.70,20.1,
1007014,"Białaczów - miasto (4)",50.1,,0.0,1.10,0.53,0.57,100.0,
1007015,"Białaczów - obszar wiejski (5)",47.0,,0.0,4.36,2.22,2.13,0.0,
1007023,"Drzewica (3)",81.9,,-10.6,9.69,4.71,4.98,35.7,
1007024,"Drzewica - miasto (4)",719.8,,-18.2,3.46,1.68,1.79,100.0,
1007025,"Drzewica - obszar wiejski (5)",54.9,,-6.4,6.22,3.03,3.19,0.0,
1007032,"Mniszków (2)",37.9,,-6.8,4.69,2.39,2.30,0.0,
1007043,"Opoczno (3)",164.7,,-8.6,31.40,15.22,16.19,59.5,
1007044,"Opoczno - miasto (4)",692.3,,-12.5,18.68,8.89,9.79,100.0,
1007045,"Opoczno - obszar wiejski (5)",77.7,,-2.9,12.73,6.33,6.40,0.0,
1007052,"Paradyż (2)",51.1,,-7.4,4.15,2.10,2.05,0.0,
1007062,"Poświętne (2)",20.3,,-7.9,2.87,1.42,1.45,0.0,
1007072,"Sławno (2)",57.9,,-1.5,7.46,3.73,3.73,0.0,
1007083,"Żarnów (3)",39.1,,0.0,5.52,2.77,2.75,20.1,
1007084,"Żarnów - miasto (4)",115.1,,0.0,1.11,0.55,0.56,100.0,
1007085,"Żarnów - obszar wiejski (5)",33.6,,0.0,4.41,2.22,2.19,0.0,
1008000,"Powiat pabianicki",241.2,,-3.0,118.70,56.05,62.65,68.0,
1008011,"Konstantynów Łódzki (1)",707.4,,2.3,19.28,9.06,10.22,100.0,
1008021,"Pabianice (1)",1816.0,,-11.4,59.91,27.61,32.30,100.0,
1008032,"Dłutów (2)",49.3,,3.8,4.99,2.44,2.55,0.0,
1008042,"Dobroń (2)",85.1,,0.3,8.12,3.98,4.15,0.0,
1008052,"Ksawerów (2)",561.3,,-1.2,7.66,3.68,3.97,0.0,
1008063,"Lutomiersk (3)",71.9,,14.9,9.62,4.78,4.85,16.3,
1008064,"Lutomiersk - miasto (4)",301.2,,-5.1,1.57,0.78,0.79,100.0,
1008065,"Lutomiersk - obszar wiejski (5)",62.6,,18.8,8.06,3.99,4.06,0.0,
1008072,"Pabianice (2)",104.1,,14.2,9.13,4.52,4.61,0.0,
1009000,"Powiat pajęczański",59.8,,-10.1,48.09,23.88,24.21,23.8,
1009013,"Działoszyn (3)",94.0,,-9.9,11.36,5.60,5.77,45.4,
1009014,"Działoszyn - miasto (4)",1043.3,,-16.2,5.15,2.46,2.69,100.0,
1009015,"Działoszyn - obszar wiejski (5)",53.5,,-4.7,6.21,3.14,3.07,0.0,
1009022,"Kiełczygłów (2)",42.9,,-8.2,3.74,1.86,1.88,0.0,
1009032,"Nowa Brzeźnica (2)",31.5,,-13.9,4.27,2.15,2.12,0.0,
1009043,"Pajęczno (3)",96.2,,-12.9,10.94,5.38,5.56,57.4,
1009044,"Pajęczno - miasto (4)",310.5,,-14.0,6.28,3.08,3.21,100.0,
1009045,"Pajęczno - obszar wiejski (5)",49.8,,-11.5,4.66,2.31,2.35,0.0,
1009052,"Rząśnia (2)",56.6,,-8.7,4.88,2.46,2.41,0.0,
1009062,"Siemkowice (2)",44.0,,-9.7,4.40,2.19,2.20,0.0,
1009072,"Strzelce Wielkie (2)",52.8,,-9.6,4.12,2.07,2.05,0.0,
1009082,"Sulmierzyce (2)",53.0,,-3.4,4.38,2.16,2.23,0.0,
1010000,"Powiat piotrkowski",62.8,,-4.5,89.72,44.17,45.55,10.9,
1010012,"Aleksandrów (2)",29.1,,-11.1,4.20,2.12,2.07,0.0,
1010022,"Czarnocin (2)",56.1,,2.5,4.03,1.95,2.07,0.0,
1010032,"Gorzkowice (2)",79.5,,-9.6,8.13,3.95,4.18,0.0,
1010042,"Grabica (2)",47.6,,2.0,6.07,3.00,3.07,0.0,
1010052,"Łęki Szlacheckie (2)",29.0,,-7.6,3.16,1.59,1.56,0.0,
1010062,"Moszczenica (2)",112.1,,-5.5,12.49,6.13,6.36,0.0,
1010072,"Ręczno (2)",37.4,,-9.9,3.30,1.63,1.67,0.0,
1010083,"Rozprza (3)",74.6,,-1.2,12.17,5.95,6.23,13.3,
1010084,"Rozprza - miasto (4)",388.3,,0.6,1.62,0.79,0.84,100.0,
1010085,"Rozprza - obszar wiejski (5)",66.3,,-1.4,10.55,5.16,5.39,0.0,
1010093,"Sulejów (3)",87.6,,-4.0,16.52,8.18,8.34,35.6,
1010094,"Sulejów - miasto (4)",223.8,,-9.4,5.88,2.85,3.03,100.0,
